OrganisationName,CompanyNumber,,,,,,
Cadogan Settled Estates Limited,3008401,,,,,,
Cadogan Tate Group Holdings Limited,10480507,,,,,,
CAE Technology Holdings Limited,7257587,,,,,,
CAE Technology Services Limited,2685146,,,,,,
CAF,CHA268369,,,,,,
Cafe Rouge Restaurants Limited,425057,,,,,,
Caffe Nero Group Holdings Ltd,5936386,,,,,,
Caffyns Public Limited Company,105664,,,,,,
Cairn Energy Hydrocarbons Limited,SC172470,,,,,,
Caistor Seafoods Limited,3982958,,,,,,
Cala Group (Holdings) Limited,8428265,,,,,,
Cala Group Limited,SC326357,,,,,,
Cala Management Limited,SC013655,,,,,,
Calachem Ltd,5369235,,,,,,
Calder Group Holdings Limited,9457820,,,,,,
Calder Industrial Materials Limited,28073,,,,,,
Calderstone Productions Limited,8295507,,,,,,
Calea UK Limited,2506615,,,,,,
Caledonia Choice Limited,8604871,,,,,,
Caledonia Thames Holdings Limited,9628613,,,,,,
Caledonia Topco Limited,10084852,,,,,,
Caledonia Venus Holdings Limited,9830942,,,,,,
Caledonian Alloys Limited,SC162625,,,,,,
Caledonian Heritable Limited,SC076552,,,,,,
Caledonian Plywood Company Ltd.,SC195444,,,,,,
"Caligor Opco UK, Ltd",9941278,,,,,,
Call Assist Holdings Limited,5823490,,,,,,
Call Assist Limited,3668383,,,,,,
Callaway Golf Europe Ltd.,2756321,,,,,,
Callcredit Limited,3961870,,,,,,
Calmac Ferries Limited,SC302282,,,,,,
Calon Energy Limited,9020390,,,,,,
Calor GAS Limited,303703,,,,,,
Calsonic Kansei Europe PLC,2360038,,,,,,
Calsonic Kansei Sunderland Limited,981301,,,,,,
Calsonic Kansei UK Limited,2147831,,,,,,
Calvin Capital Group Holdings Limited,10504732,,,,,,
Calvin Klein Stores UK Limited,NI005449,,,,,,
Calypso Group UK Limited,10064886,,,,,,
Cambian Childcare Limited,4280519,,,,,,
Cambian Group PLC,8929371,,,,,,
"Cambium Networks, Ltd",7752773,,,,,,
Cambria Automobiles (South East) Limited,2953829,,,,,,
Cambria Automobiles PLC,5754547,,,,,,
Cambrian Stone Limited,1579754,,,,,,
Cambridge & Counties Bank Limited,7972522,,,,,,
Cambridge Associates Limited,6135829,,,,,,
Cambridge Consultants Limited,1036298,,,,,,
Cambridge Education Group Limited,6020370,,,,,,
Cambridge Meridian Academies Trust,7552498,,,,,,
Cambridge Nutritional Foods Limited,5530118,,,,,,
Cambridge Weight Plan Limited,1673704,,,,,,
Cambus Limited,1822941,,,,,,
Camden Group Limited,NI016568,,,,,,
Camellia Public Limited Company,29559,,,,,,
Camelot Holdco Limited,8780031,,,,,,
Camelot Topco Limited,8780071,,,,,,
Camelot UK Bidco Limited,10267893,,,,,,
Camelot UK Lotteries Limited,2822203,,,,,,
Cameron Flow Control Technology (UK) Limited,8379585,,,,,,
Cameron Group (Perth) Limited,SC436945,,,,,,
Cameron Mackintosh Limited,1490880,,,,,,
Camerons Brewery Limited,3571101,,,,,,
Camira Fabrics Limited,2215654,,,,,,
Camira Group Holdings Limited,9512739,,,,,,
Cammell Laird (Merseyside) Limited,2768718,,,,,,
Cammell Laird (Tyneside) Limited,2982475,,,,,,
Cammell Laird Shiprepairers & Shipbuilders Limited,4211637,,,,,,
Campaign Monitor Holdings (UK) Limited,9446000,,,,,,
Campbell Lutyens & CO. Ltd,4112016,,,,,,
Campbell Lutyens Holdings Limited,3820849,,,,,,
Campbell's Prime Meat Holding Company Limited,SC455076,,,,,,
Campbell's Prime Meat Limited,SC051565,,,,,,
Camping And Caravanning Club Limited(The),445520,,,,,,
Campion Willcocks Limited,941995,,,,,,
Can (Offshore) Limited,2015401,,,,,,
Can Holdings Limited,2406286,,,,,,
Canaccord Genuity Limited,1774003,,,,,,
Canada Life Limited,973271,,,,,,
Canada Square Investments Limited,8405543,,,,,,
Canal & River Trust,7807276,,,,,,
Canary Topco Limited,8948602,,,,,,
Canary Wharf Contractors (1BS) Limited,9782660,,,,,,
Canary Wharf Contractors Limited,2352250,,,,,,
Canary Wharf Group Investment Holdings PLC,5043352,,,,,,
Canary Wharf Limited,1971312,,,,,,
Canary Wharf Management Limited,2067510,,,,,,
Canaveral Holdco Limited,9511186,,,,,,
Cancer Research Technology Limited,1626049,,,,,,
Cancer Research UK,4325234,,,,,,
Candour Logistics Ltd,9380057,,,,,,
Canon (UK) Limited,1264300,,,,,,
Canon Europe Limited,4093977,,,,,,
Canon Garth Limited,2800454,,,,,,
Canon Medical Systems Limited,983579,,,,,,
Canonbury Developments Limited,6108869,,,,,,
Canonical Group Limited,6870835,,,,,,
Canopius Services Limited,2733994,,,,,,
Can-Pack UK Limited,6366267,,,,,,
Cantab Capital Partners LLP,OC317557,,,,,,
Canterbury Christ Church University,4793659,,,,,,
Canterbury of New Zealand Limited,6931046,,,,,,
Cantor Fitzgerald Europe,2505767,,,,,,
Cantor Fitzgerald Services LLP,OC371003,,,,,,
Canyon Offshore Limited,SC210524,,,,,,
CAP HPI Limited,8033745,,,,,,
Capco Covent Garden Limited,6451207,,,,,,
Cape Engineering Services Limited,2887096,,,,,,
Cape Industrial Services Limited,3337119,,,,,,
Capespan International Limited,2893876,,,,,,
Capgemini Financial Services UK Limited,3282049,,,,,,
Capgemini UK PLC,943935,,,,,,
Capita Birmingham Limited,5660977,,,,,,
Capita Business Services Ltd,2299747,,,,,,
Capita Customer Management Limited,1336850,,,,,,
Capita Employee Benefits (Consulting) Limited,1860772,,,,,,
Capita Employee Benefits Limited,2260524,,,,,,
Capita Holdings Limited,6027254,,,,,,
Capita Insurance Services Limited,1396443,,,,,,
Capita International Limited,2683437,,,,,,
Capita IT Services Limited,SC045439,,,,,,
Capita Life & Pensions Regulated Services Limited,2424853,,,,,,
Capita Managed IT Solutions Limited,NI032979,,,,,,
Capita PLC,2081330,,,,,,
Capita Property And Infrastructure Limited,2018542,,,,,,
Capita Resourcing Limited,3949686,,,,,,
Capita Retail Financial Services Limited,5296886,,,,,,
Capita Secure Information Solutions Limited,1593831,,,,,,
Capita Travel And Events Limited,1094729,,,,,,
Capital & Counties Properties PLC,7145051,,,,,,
Capital & Regional Holdings Limited,5661863,,,,,,
Capital & Regional PLC,1399411,,,,,,
Capital (Hair And Beauty) Limited,530201,,,,,,
Capital City Service Limited,4686010,,,,,,
Capital Hill Hotels Group Europe Limited,3203996,,,,,,
Capital Hill Hotels Group London Limited,3462675,,,,,,
Capital Hill Hotels Limited,7785139,,,,,,
Capital Home Loans Limited,2174236,,,,,,
Capital Hospitals (Holdings) Ltd.,5462490,,,,,,
Capital Hospitals Ltd.,5462470,,,,,,
Capital International Limited,1613098,,,,,,
Capital One (Europe) PLC,3879023,,,,,,
Cappagh Browne Limited,7449841,,,,,,
Cappagh Browne Utilities Limited,9293085,,,,,,
Cappagh Contractors Construction (London) Limited,1145372,,,,,,
Capquest Investments Limited,5245825,,,,,,
Caprice Holdings Limited,1661349,,,,,,
Capsticks Solicitors LLP,OC340360,,,,,,
Capula Investment Management LLP,OC313398,,,,,,
Capula Investment Services Ltd,5460265,,,,,,
Car Giant Limited,1407612,,,,,,
Car Hire (Day of Swansea) Limited,571025,,,,,,
Car Shops Limited,5331512,,,,,,
Car Transplants (Holdings) Limited,8987580,,,,,,
Car Transplants Limited,2030091,,,,,,
Caravan Club Limited(The),646027,,,,,,
Carboclass Limited,1906203,,,,,,
Carbon60 Limited,2209742,,,,,,
Carclo PLC,196249,,,,,,
Carco Group Limited,3261593,,,,,,
Carco Limited,2456309,,,,,,
Card Factory PLC,9002747,,,,,,
Cardano Holding Limited,9740394,,,,,,
Cardif Pinnacle Insurance Holdings PLC,2713318,,,,,,
Cardiff Metropolitan University,CHA1140762,,,,,,
Cardiff University,CHA1136855,,,,,,
Cardinal Limited,6723714,,,,,,
Cardinal Maritime Holdings Limited,8021669,,,,,,
Cardinal Maritime Limited,3444899,,,,,,
Cardinal Project Management Limited,3497817,,,,,,
Cardnet Merchant Services Limited,735844,,,,,,
Cardtronics PLC,10057418,,,,,,
Cardtronics UK Limited,3610221,,,,,,
Care & Recreation Holdings Limited,3252230,,,,,,
Care International UK,1911651,,,,,,
Care Management Group Limited,2992839,,,,,,
Care Providers Recruitment Limited,7693958,,,,,,
Care South,2565033,,,,,,
Care UK (Urgent Care) Limited,5232967,,,,,,
Care UK Clinical Services Limited,3462881,,,,,,
Care UK Community Partnerships Ltd,2644862,,,,,,
Care UK Health & Social Care Holdings Limited,7158142,,,,,,
Care UK Health & Social Care Investments Limited,7158140,,,,,,
Care Unbound Limited,6528491,,,,,,
Carefusion U.K. 306 Limited,5475372,,,,,,
Caretech Holdings PLC,4457287,,,,,,
Carewatch Care Services Limited,2949558,,,,,,
Carewatch Holdings Limited,6671587,,,,,,
Carey Group PLC,2644192,,,,,,
Careys New Homes Limited,1236465,,,,,,
Carfinance247 Limited,6035525,,,,,,
Cargill Cotton Limited,5564843,,,,,,
Cargill Global Funding PLC,2857033,,,,,,
Cargill PLC,1387437,,,,,,
Cargologicair Ltd.,9468908,,,,,,
Caring Homes Healthcare Group Limited,6367517,,,,,,
Caritas Recruitment Ltd,6728939,,,,,,
Carl Zeiss Ltd,542141,,,,,,
Carl Zeiss Microscopy Limited,3053545,,,,,,
Carl Zeiss Vision UK Limited,2838963,,,,,,
Carlisle Brass Limited,2022858,,,,,,
Carlisle Fluid Technologies UK Limited,7656273,,,,,,
Carlisle Staffing PLC,2873036,,,,,,
Carlsberg Supply Company UK Limited,8626420,,,,,,
Carlsberg UK Limited,78439,,,,,,
Carlson Wagonlit UK Ltd,2928209,,,,,,
Carlton Leisure (UK) Limited,2697756,,,,,,
Carluccio's Limited,2001576,,,,,,
Carmel Clothing Limited,3613529,,,,,,
Carnaudmetalbox Engineering Limited,472767,,,,,,
Carnbane House Limited,NI024714,,,,,,
Carnell Support Services Limited,2843581,,,,,,
Carnival Film & Television Limited,1397762,,,,,,
Carnival PLC,4039524,,,,,,
Carnival Productions Limited,8246937,,,,,,
Carolia Tower Hotel Limited,9331942,,,,,,
Carpenter Limited,214781,,,,,,
Carpet & Flooring (Holdings) Limited,9953100,,,,,,
Carpet & Flooring (Trading) Limited,10449218,,,,,,
Carpetright PLC,2294875,,,,,,
Carpmaels & Ransford Limited Liability Partnership,OC382284,,,,,,
Carrier Ltd,2671002,,,,,,
Carrier Transicold (UK) Limited,1080363,,,,,,
Carrington Textiles Ltd,3472037,,,,,,
Carros Sensors Topco Limited,8967864,,,,,,
Carrs (Holdings) Limited,8226289,,,,,,
Carrs Billington Agriculture (Operations) Limited,3574122,,,,,,
Carrs Billington Agriculture (Sales) Limited,189740,,,,,,
Carr's Flour Mills Limited,480341,,,,,,
Carrs Foods Holdings Limited,5182673,,,,,,
Carrs Foods International Limited,3259222,,,,,,
Carr's Group PLC,98221,,,,,,
Cars 2 Limited,5738906,,,,,,
Carter Jonas Service Company,786457,,,,,,
Carter Lauren (Property) Limited,8090657,,,,,,
Carter Lauren Construction Limited,2830998,,,,,,
Carter Synergy Limited,176807,,,,,,
Cartier Limited,157267,,,,,,
Cartoon (Holdings) Limited,5964718,,,,,,
Cartridge Save Limited,4983326,,,,,,
Cartus Limited,1431036,,,,,,
Cartwright Holdings Ltd,9502136,,,,,,
Carwood Holdings Limited,6394149,,,,,,
Carwood Motor Units Limited,469608,,,,,,
Cascade Regional Holdings Limited,10284928,,,,,,
Cashflows Europe Limited,5428358,,,,,,
Cashino Gaming Limited,1038403,,,,,,
Casio Electronics CO. Limited,1203633,,,,,,
Caspian Food Services Limited,1450855,,,,,,
Caspian Networks Limited,3283357,,,,,,
Castell Howell Foods Limited,2269053,,,,,,
Castelli UK Limited,3441802,,,,,,
Castings Public Limited Company,91580,,,,,,
Castle Cement Limited,2182762,,,,,,
Castle Equity Limited,6222778,,,,,,
Castle View Ventures Limited,SC334617,,,,,,
Castlecrafts Limited,535318,,,,,,
Castledon Ltd,3384711,,,,,,
Castleoak Care Partnerships Limited,2196821,,,,,,
Castleoak Holdings Limited,4188115,,,,,,
Castleton Group Limited,6560622,,,,,,
Castrol Limited,149435,,,,,,
Casual Dining Bidco Limited,6022702,,,,,,
Casual Dining Group Limited,9187410,,,,,,
Casual Dining Limited,4349917,,,,,,
Catalent CTS (Edinburgh) Limited,5277708,,,,,,
Catalent U.K. Packaging Limited,714877,,,,,,
Catalent U.K. Swindon Zydis Limited,SC070691,,,,,,
Catalyst Healthcare (Manchester) Holdings Limited,4528405,,,,,,
Catalyst Healthcare (Manchester) Limited,4528418,,,,,,
Catalyst Healthcare (Romford) Holdings Limited,4793710,,,,,,
Catalyst Healthcare (Romford) Limited,4793636,,,,,,
Catalyst Housing Limited,IP16561R,,,,,,
Catch 22 Charity Limited,6577534,,,,,,
Cater Allen Limited,383032,,,,,,
Cater Link Limited,3732298,,,,,,
Caterers Choice Limited,2311817,,,,,,
Caterpillar (NI) Limited,NI006692,,,,,,
Caterpillar (U.K.) Limited,484783,,,,,,
Caterpillar Financial Services (UK) Limited,2538373,,,,,,
Caterpillar Logistics (UK) Limited,5474105,,,,,,
Caterpillar Marine Power UK Limited,940053,,,,,,
Caterpillar Shrewsbury Limited,3851260,,,,,,
Cath Kidston Group Limited,7180354,,,,,,
Cath Kidston Limited,2808583,,,,,,
Cathay Investments 2 Limited,7475530,,,,,,
Cathay Investments Limited,4703140,,,,,,
Cathedral Capital (1998) Limited,3402448,,,,,,
Cathedral Capital Holdings Limited,3372107,,,,,,
Cathedral Motor Company Limited,3910203,,,,,,
Cathexis UK Holdings Limited,9907825,,,,,,
Catholic Agency For Overseas Development,9387398,,,,,,
Catlin Holdings Limited,2055040,,,,,,
Catlin Syndicate Limited,2968384,,,,,,
Cats Management Limited,9048880,,,,,,
Cats North Sea Limited,9250798,,,,,,
Cats Protection Trustee Limited,6772997,,,,,,
Cats Topco Limited,9048713,,,,,,
Cat-Uk Services Limited,2002346,,,,,,
Caunton Engineering Limited,968729,,,,,,
Caunton Holdings Limited,6540746,,,,,,
Cavaghan & Gray Limited,159189,,,,,,
Cavanna Group Limited,4202268,,,,,,
Cavendish Dounreay Partnership Limited,7868218,,,,,,
Cavendish Fluor Partnership Limited,8980374,,,,,,
Cavendish Holdco Limited,10151747,,,,,,
Cavendish Investments (Manchester) Limited,2634620,,,,,,
Cavendish Nuclear Limited,3975999,,,,,,
Caversham Finance Limited,785922,,,,,,
Caversham Trading Limited,5396147,,,,,,
Cawingredients Limited,6625288,,,,,,
Caxios Limited,3671737,,,,,,
Caxton Europe Asset Management Limited,4120231,,,,,,
Caxton Works Developments Limited,8803676,,,,,,
Caygill Holdings Limited,6230368,,,,,,
CB SME Holdings Limited,NI603362,,,,,,
Cb&I UK Limited,4438080,,,,,,
CBC Construction And Property Group Limited,SC203230,,,,,,
Cbes Limited,SC288763,,,,,,
Cboe Europe Limited,6547680,,,,,,
CBRE Corporate Outsourcing Limited,4406788,,,,,,
CBRE Global Investors Group (UK) Limited,2654822,,,,,,
CBRE GWS Limited,661449,,,,,,
CBRE Limited,3536032,,,,,,
CBRE Managed Services Limited,1799580,,,,,,
CBS Butler Holdings Limited,4760388,,,,,,
CBS Butler Limited,1654251,,,,,,
CC 1 (2011) Limited,7467836,,,,,,
CCF Limited,1632482,,,,,,
CCG (Scotland) Limited,SC056810,,,,,,
Cch1 Limited,10504539,,,,,,
CCL Label Limited,4310986,,,,,,
CCR Motor CO. Ltd.,2624763,,,,,,
CCS Group PLC,3089060,,,,,,
CCS Media Limited,4418144,,,,,,
Cd&R Firefly 4 Limited,9547863,,,,,,
Cd&R Firefly Holdco Limited,9548683,,,,,,
CDC Group PLC,3877777,,,,,,
CDE Global Limited,NI038852,,,,,,
CDF Group Ltd,9556229,,,,,,
CDK Global (UK) Limited,1281651,,,,,,
CDL Group Holdings Limited,4051544,,,,,,
CDL Hotels (U.K.) Limited,2729520,,,,,,
CDS (Superstores International) Limited,2699203,,,,,,
CDW Limited,2465350,,,,,,
CE Europe Limited,4595982,,,,,,
CEB Global Limited,4917634,,,,,,
Cecp Advisors LLP,OC357077,,,,,,
Cedar Project Holdco Limited,10871805,,,,,,
Cedar Rock Capital Limited,4466326,,,,,,
Cedo Holdings Limited,6948195,,,,,,
Cedo Limited,934776,,,,,,
Cefetra Limited,SC138730,,,,,,
Cega Group Services Limited,1303318,,,,,,
Celestica Limited,3228362,,,,,,
Celf Advisors LLP,OC357078,,,,,,
Celgene Limited,5470441,,,,,,
Celine UK Limited,3269730,,,,,,
Cellnex UK Limited,5153745,,,,,,
Cello Health PLC,5120150,,,,,,
Celltech R&D Limited,1472269,,,,,,
Celsa (UK) Holdings Limited,4578086,,,,,,
Celsa Manufacturing (UK) Limited,4577881,,,,,,
Celsa Steel (UK) Limited,4661575,,,,,,
Celsus Group Limited,9266684,,,,,,
Celtic Energy Limited,2997376,,,,,,
Celtic F.C. Limited,SC223604,,,,,,
Celtic Mining Group Limited,5110139,,,,,,
Celtic PLC,SC003487,,,,,,
Cementation Skanska Limited,937574,,,,,,
Cemex UK Operations Limited,658390,,,,,,
Cend International Limited,8651475,,,,,,
Cend Limited,4067712,,,,,,
Cengage Learning (Emea) Limited,903535,,,,,,
Cenkos Securities PLC,5210733,,,,,,
Cennox Holdings Limited,9301782,,,,,,
Centaur Consumer Exhibitions Limited,7276298,,,,,,
Centaur Media PLC,4948078,,,,,,
Centaur Services Limited,787385,,,,,,
Center Parcs (Holdings 1) Limited,7656429,,,,,,
Center Parcs (Operating Company) Limited,4379585,,,,,,
Centerplate UK Limited,4242557,,,,,,
Centerprise International Limited,1738519,,,,,,
Centerprise Intl Holdings Limited,7333982,,,,,,
Centerview Partners UK Holdings Limited,6909065,,,,,,
Centerview Partners UK LLP,OC345806,,,,,,
Central Asia Metals PLC,5559627,,,,,,
Central Building Contractors (Glasgow) Limited,SC048885,,,,,,
Central Garage(Uppingham)Limited,507844,,,,,,
Central Supplies (Brierley Hill) Ltd,2867452,,,,,,
Centrax Holdings Limited,5805707,,,,,,
Centrax Limited,592720,,,,,,
Centremanor Limited,1209401,,,,,,
Centresoft Limited,1673860,,,,,,
Centrica Business Solutions UK Limited,1874716,,,,,,
Centrica Energy Limited,2877398,,,,,,
Centrica Energy Marketing Limited,8807923,,,,,,
Centrica LNG Company Limited,6366483,,,,,,
Centrica LNG UK Limited,9920361,,,,,,
Centrica PLC,3033654,,,,,,
Centrica Storage Limited,3294124,,,,,,
Centro Holdings (UK) Limited,3772441,,,,,,
Centurion 1 Limited,SC540138,,,,,,
Centurycomm Limited,3387163,,,,,,
Centurylink Communications Europe Limited,3728783,,,,,,
Centurylink Communications UK Limited,2495998,,,,,,
Cepac Limited,3373762,,,,,,
Cepsa UK Limited,26281,,,,,,
Cequent UK Limited,8081641,,,,,,
"Cerberus European Capital Advisors, LLP",OC315176,,,,,,
Cerberus UK Management Limited,5553607,,,,,,
Cereform Limited,346958,,,,,,
Cerner Limited,2519305,,,,,,
Certas Energy UK Limited,4168225,,,,,,
Certegy Card Services Limited,3517639,,,,,,
Ceuta Healthcare Limited,2974951,,,,,,
Ceuta Holdings Limited,8528478,,,,,,
Ceva Freight (UK) Limited,1146292,,,,,,
Ceva Group PLC,5900853,,,,,,
Ceva Logistics Limited,1291251,,,,,,
CF 2016 LLP,OC413776,,,,,,
CF Distribution UK Limited,2651523,,,,,,
CF Fertilisers UK Limited,3455690,,,,,,
CF Sparks Limited,10321004,,,,,,
Cfbt Schools Trust,7468210,,,,,,
CFC Underwriting Limited,3302887,,,,,,
CFH Docmail Ltd,1716891,,,,,,
Cfield Construction Limited,7745000,,,,,,
CFS Management Services Limited,5564787,,,,,,
CGG Services (UK) Limited,6923682,,,,,,
CGI IT UK Limited,947968,,,,,,
CGN Global Uranium Limited,9142456,,,,,,
CH & CO Catering Group (Holdings) Limited,9504990,,,,,,
CH & CO Catering Group Limited,9505062,,,,,,
CH & CO Catering Limited,2613820,,,,,,
CH Acquisition Limited,5415071,,,,,,
Ch2m Hill International Nuclear Services Ltd,5532606,,,,,,
Ch2m Hill United Kingdom,2533469,,,,,,
CHA Technologies Group Public Limited Company,4040321,,,,,,
CHA Ventures Limited,5626447,,,,,,
Chain Reaction Cycles Ltd,NI036744,,,,,,
Chairs Limited,2714841,,,,,,
Challenge Group Holdings Limited,10332186,,,,,,
Chamberlin PLC,76928,,,,,,
Chambertin (Holdings) Limited,8515929,,,,,,
Champion Groundworks Limited,8209199,,,,,,
Champneys Henlow Limited,1297142,,,,,,
Chancerygate Limited,3699100,,,,,,
Chandlers (Farm Equipment) Limited,1683985,,,,,,
Chandlers (Hailsham) Limited,3210961,,,,,,
Chandlers Building Supplies Holdings Limited,6637741,,,,,,
Chandlers Building Supplies Limited,2820046,,,,,,
Chandlers Garage (Brighton) Limited,1382531,,,,,,
Chandlers Garage Worthing Limited,919914,,,,,,
Chanel Limited,203669,,,,,,
"Change, Grow, Live",3861209,,,,,,
Changeregard Limited,3233037,,,,,,
Channel 5 Broadcasting Limited,3147640,,,,,,
Channel Commercials Kent Ltd,6003755,,,,,,
Channel Commercials PLC,2143098,,,,,,
Channel Islands Co-Operative Society Limited (The),IP14672R,,,,,,
Channel Tunnel Group Limited(The),1811435,,,,,,
Chantacre Limited,1590744,,,,,,
Chap (Holdings) Limited,SC059461,,,,,,
Chap Group (Aberdeen) Ltd,SC086917,,,,,,
Chapel House Holdings Ltd,2450358,,,,,,
Chapel House Motor CO Ltd,1376689,,,,,,
Chapelgate Motors Limited,2841981,,,,,,
Chapman Freeborn Airchartering Limited,1053714,,,,,,
Chapman Freeborn Holdings Limited,6860099,,,,,,
Character Options Limited,2587289,,,,,,
Charco 2010 Limited,5991959,,,,,,
Charities Trust,2142757,,,,,,
Charity Projects,1806414,,,,,,
Charles Church Developments Limited,1182689,,,,,,
"Charles Faram & Co.,Limited",686409,,,,,,
Charles Gray (Builders) Limited,SC030807,,,,,,
Charles Hurst Limited,NI004882,,,,,,
Charles Hurst Motors Ltd,NI025262,,,,,,
Charles Kendall Group Limited,402006,,,,,,
Charles River Discovery Research Services UK Limited,4622227,,,,,,
Charles River Laboratories Edinburgh Limited,SC091725,,,,,,
